"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,38,63,0,0,38,16,.5
"10m",38,3,63,0,0,63,16,.5
"20m",86,0,38,0,0,16,63,3
"30m",86,0,16,0,0,0,63,2.5
"40m",98,0,3,0,0,0,63,4